speaker,line,season,episode,scene_count,line_count
doofenshmirtz,as soon as i get this honey off of me i- ,season_3,12,40,162
doofenshmirtz,is this hair?,season_3,12,40,163
doofenshmirtz,oh no! now i'll never know what the bad-inator does! curse you perry the platypus!,season_3,12,41,165
mrs. johnson,the red plunger will act as a non-return valve and retain the air within the dart. fear not helpless primate for i will return you to the wild or my name isn't hawk-eye johnson! ,season_3,12,41,166
doofenshmirtz,oh my beautiful beautiful horoscope.,season_3,12,41,167
mrs. johnson,oh no! what have i done? she's going to fall!,season_3,12,41,168
doofenshmirtz,,season_3,12,41,169
candace,thanks guys! i could just hug you! ,season_3,12,41,170
phineas,awesome!,season_3,12,41,171
mrs. johnson,candace? you caught her! you saved this orangutan!,season_3,12,41,172
animal control guy,i'll take it from here. leave it to the professionals.,season_3,12,41,173
doofenshmirtz,mama i'm pretty.,season_3,12,41,174
mrs. johnson,i knew you were a good catch.,season_3,12,41,175
jeremy,i didn't know you were helping out my mom. you made quite an impression on her.,season_3,12,41,177
candace,well i guess you could say i am having a good bad hair day.,season_3,12,41,178
linda,so you and stacy are going to a rock-n-roll memorabilia auction?,season_3,13,1,1
candace,the lefty one.,season_3,13,2,3
linda,so i guess i won't be seeing you at the annual danville meatloaf festival?,season_3,13,2,4
candace,no. what's a meatloaf festival?,season_3,13,2,5
linda,oh that's right! you were away at camp last summer when i won this! ,season_3,13,2,6
candace,meatloaf queen? wow. that's pretty fancy.,season_3,13,2,7
linda,and because my meatloaf was voted best at the festival last year i have the honor of being one of the judges this year.,season_3,13,2,8
candace,so you have the honor of eating other people's meatloaf all day?,season_3,13,2,9
linda,yup. i'm living the dream!,season_3,13,2,10
phineas,what happened?,season_3,13,3,12
buford,we were just...at the bounce house...down at the meatloaf festival...and...and i was there you know having a good time and suddenly...,season_3,13,3,13
buford,later!,season_3,13,4,15
buford,dude! gotta go!,season_3,13,5,17
buford,and even though it was funny i still kinda wish that the bounce house was still there. you know for the little kids.,season_3,13,6,19
phineas,buford's right!,season_3,13,6,20
buford,i am?,season_3,13,6,21
phineas,even though they're made for little kids there's something about a bounce house that you can't resist. what if bounce houses were made for bigger kids?,season_3,13,6,22
buford,hey!,season_3,13,6,23
phineas,slightly bigger kids. and what if they just happened to be totally amazing? i stand before you today and i hereby declare that...that uh little help ferb?,season_3,13,6,24
phineas,that nobody has yet done justice to the bounce house concept and that it is up to us to show the world what a bounce house can truly be. for if not us...then who? if not now...when? and if not when then...something else! gentlemen i know what we are going to do today! but first answer me this: where's perry?,season_3,13,7,26
phineas,no seriously where is he? i don't...i haven't seen him.,season_3,13,8,28
monogram,good morning agent p. we've recently found surveillance footage of doofenshmirtz buying fresh produce. we've concluded there are two possibilities. either he's up to something sinister that is food related or he's cooking dinner 'cause he's got a beautiful woman coming over and he wants to imp...never mind it's obviously the first thing.,season_3,13,9,30
baljeet,very impressive.,season_3,13,10,32
phineas,just a little bit more ferb.,season_3,13,10,33
phineas,that's about right.,season_3,13,11,35
linda,wow jamie oliver. i can't believe we've got one of england's most famous chefs for our little meatloaf festival.,season_3,13,12,37
jamie,brilliant! it's a pleasure to be here.,season_3,13,12,38
linda,yes. this year we've expanded our venue. we have twenty-nine meatloaf flavored ice cream as well as various meatloaf-themed attractions and rides.,season_3,13,12,39
jamie,so what exactly is meatloaf?,season_3,13,12,40
linda,oh it's made of meat it's got bread and onions.,season_3,13,12,41
jamie,ah! so it's a beverage.,season_3,13,12,42
linda,well no. but it's sort of like shepherd's pie except there's no potatoes or vegetables in it. you know in the shape of a loaf.,season_3,13,12,43
jamie,you put pepper in it?,season_3,13,12,44
linda,if you want.,season_3,13,12,45
jamie,oh meatloaf!,season_3,13,12,46
doofenshmirtz,ha ha ha welcome perry the platypus! i never thought you'd fall for the old distract perry the platypus with a weird bird trap. i gotta say though it's uh...it's quite an ugly bird. and now for something a little more confining. you like it? it's biodegradable. a biodegradable trap. you know how everyone says if you don't like meatloaf it's probably because you haven't tasted my meatloaf? well it's true because mine really is the best!,season_3,13,13,48
doofenshmirtz,in fact i come from a long line of great meatloaf chefs. the recipe was first created by my great great grandmother gretel doofenshmirtz who passed it down to my grandpa josé doofenshmirtz weird story there. then he passed it down to my mom who passed it down to...roger. ugh! naturally i had to steal it from him. and when i did i finally found out what the secret ingredient was. the secret ingredient was hate. usually it's love but great grandma gretel had some issues. with this recipe i'm sure to win the danville meatloaf festival! but just in case i have the rotten-inator! with a quick blast of this my competitors' meatloaves will be completely rotten! my victory is guaranteed!,season_3,13,14,50
buford,oh man! this is awesome!,season_3,13,15,52
phineas,and that's not the half of it. we're gonna fill it with helium. ,season_3,13,15,53
baljeet,hey buford! we are going to float like little woodland pixies!,season_3,13,15,54
buford,you're never gonna let me live that down are you?,season_3,13,15,55
phineas,okay everybody let's bounce.,season_3,13,15,56
buford,way ahead of ya!,season_3,13,15,57
auctioneer,the next item up for bid is this lovely mona lisa reproduction made entirely out of recycled guitar picks from the paisley sideburn brothers. shall we start the bidding at $10?,season_3,13,18,61
candace,excuse me? may i borrow these for a moment?,season_3,13,19,63
candace,thank you! oh here.,season_3,13,20,65
posh woman,thank you.,season_3,13,20,66
candace,seriously? who brings opera glasses to an auction?,season_3,13,20,67
posh woman,i'm at an auction?,season_3,13,20,68
candace,talk to me stacy! how we doing?,season_3,13,21,70
stacy,okay candace this is all the money you gave me so this is my final bid.,season_3,13,21,71
auctioneer,$70. do i hear 75? $70 going once. 70 going twice. oh wait we got 75 from the weird guy in the back.,season_3,13,21,72
candace,noooo!!! stacy i found 37 cents! raise the bid! hello? oh stupid non-waterproof cell phones!,season_3,13,21,73
doofenshmirtz,and with this garnish i leace nothing to chance. ha ha ha! the meatloaf is complete. ,season_3,13,22,75
cucumber saleslady,fresh cucumbers! fresh pickles!,season_3,13,22,76
old man,this novel is so riveting. oh what a rotten ending.,season_3,13,22,77
milk man,here's some refreshing milk.,season_3,13,22,78
girl,eww! it's curdled!,season_3,13,23,80
milk man,well i can fix that here's a spoon.,season_3,13,23,81
buford,hey! we're over the meatloaf festival! anybody else hungry?,season_3,13,23,82
chef,i don't know. it still needs something.,season_3,13,24,84
candace,it need paprika.,season_3,13,25,86
chef,well how much?,season_3,13,25,87
buford,time to eat! ,season_3,13,25,88
phineas,buford's pulling us down.,season_3,13,25,89
baljeet,how is that possible? he weighs no more down there than he did up here!,season_3,13,25,90
ferb,it's probably best not to question.,season_3,13,25,91
phineas,oh boy meatloaf on a stick? let's go.,season_3,13,26,93
buford,you guys go ahead. i'll catch up with ya.,season_3,13,26,94
phineas,okay see ya in a few!,season_3,13,26,95
baljeet,buford what are you up to?,season_3,13,26,96
buford,i got something i need to do. hey shrimplets! i've got something for you.,season_3,13,26,97
doofenshmirtz,hey aren't you getting tired of this? hold still! i'll --,season_3,13,27,99
doofenshmirtz,oh no! my meeeatloooaaaf! you know i've noticed how often my inators hit things that i never intended them to hit? it's quite often...,season_3,13,28,101
doofenshmritz,perry the platypus give me that back.,season_3,13,29,103
doofenshmirtz,ahh! oh and you had to put it on puree didn't you? curse you perry the platypus!,season_3,13,30,105
linda,all right jamie how about this booth?,season_3,13,31,107
jamie,ugh!,season_3,13,31,108
linda,ew! this is rancid!,season_3,13,31,109
jamie,i can't believe i'm saying this but some kind of preservatives in this meatloaf would've been a blessing.,season_3,13,31,110
doofenshmirtz,wait a minute. disqualified? ohhh! it can't possibly be that bad let me try it. yes someone's gonna have to...call the...paramedics i think.,season_3,13,32,112
baljeet,buford i have never seen this side of you before. i am very proud.,season_3,13,33,114
buford,yeah...,season_3,13,33,115
baljeet,i retract my former statement.,season_3,13,34,117
buford,shall we be going? ,season_3,13,34,118
balthazar,get him!,season_3,13,34,119
linda,hi candace. eww! what have you got all over you?,season_3,13,36,122
candace,a late entry. okay mom i've been dragged all over town by phineas and ferb's mega bounce house which you'll probably never see but the worst part is i didn't even get my tiny cowboy bobble head!,season_3,13,36,123
linda,what you need is an award winning meatloaf. this is nigel and adrian they're this year's meatloaf kings!,season_3,13,36,124
candace,nigel and adrian?! you're tiny cowboy! what are you doing here?,season_3,13,36,125
nigel,well isn't it obvious? we're here for the meatloaf. music is great and all but our one true passion is meatloaf.,season_3,13,36,126
linda,wait. nigel and adrian are...? are you sure? they're not tiny. and come on you're not even cowboys.,season_3,13,36,127
candace,mom you're embarassing me!,season_3,13,36,128
nigel,candace could we interest you in some of the world's greatest meatloaf?,season_3,13,36,129
candace,uh don't mind if i do! is it vegetarian?,season_3,13,36,130
adrian,it's got meat actually in the name.,season_3,13,37,132
candace,just kidding! ,season_3,13,37,133
doofenshmirtz,ugh i knew i shouldn't eaten that -- wait is that tiny cowboy?,season_3,13,40,153
candace,that's what going steady is stacy! jeremy and i aren't really engaged. but we're totally engaged to be engaged to be engaged. and by the way that's on a need-to-know basis. oh why would jeremy need to know?,season_3,14,1,1
linda,hey hon i was just reading this article about mothers and daughters and really listening to your teen. and i realized i've hardly seen you all summer so for the whole day today it's you and me. whatever you want to do i'm all yours. anything at all.,season_3,14,1,2
